State FIPS Code,State,State Abbreviation,City/County,Year,Annual Minimum,Annual Average,Annual Maximum,Local > State min wage
6,California,CA,Oakland,2016,12.55,12.55,12.55,1
6,California,CA,Palo Alto,2004,6.75,6.75,6.75,0
6,California,CA,Palo Alto,2005,6.75,6.75,6.75,0
6,California,CA,Palo Alto,2006,6.75,6.75,6.75,0
6,California,CA,Palo Alto,2007,7.5,7.5,7.5,0
6,California,CA,Palo Alto,2008,8,8,8,0
6,California,CA,Palo Alto,2009,8,8,8,0
6,California,CA,Palo Alto,2010,8,8,8,0
6,California,CA,Palo Alto,2011,8,8,8,0
6,California,CA,Palo Alto,2012,8,8,8,0
6,California,CA,Palo Alto,2013,8,8,8,0
6,California,CA,Palo Alto,2014,8,8.504109589,9,0
6,California,CA,Palo Alto,2015,9,9,9,0
6,California,CA,Palo Alto,2016,11,11,11,1
23,Maine,ME,Portland,2004,6.25,6.275136612,6.35,1
23,Maine,ME,Portland,2005,6.35,6.387808219,6.5,1
23,Maine,ME,Portland,2006,6.5,6.563013699,6.75,0
23,Maine,ME,Portland,2007,6.75,6.813013699,7,0
23,Maine,ME,Portland,2008,7,7.06284153,7.25,0
23,Maine,ME,Portland,2009,7.25,7.313013699,7.5,0
23,Maine,ME,Portland,2010,7.5,7.5,7.5,0
23,Maine,ME,Portland,2011,7.5,7.5,7.5,0
23,Maine,ME,Portland,2012,7.5,7.5,7.5,0
23,Maine,ME,Portland,2013,7.5,7.5,7.5,0
23,Maine,ME,Portland,2014,7.5,7.5,7.5,0
23,Maine,ME,Portland,2015,7.5,7.5,7.5,0
23,Maine,ME,Portland,2016,10.1,10.1,10.1,1
24,Maryland,MD,Prince George's County,2004,5.15,5.15,5.15,0
24,Maryland,MD,Prince George's County,2005,5.15,5.15,5.15,0
24,Maryland,MD,Prince George's County,2006,5.15,5.15,5.15,0
24,Maryland,MD,Prince George's County,2007,6.15,6.15,6.15,0
24,Maryland,MD,Prince George's County,2008,6.15,6.325956284,6.55,0
24,Maryland,MD,Prince George's County,2009,6.55,6.858767123,7.25,0
24,Maryland,MD,Prince George's County,2010,7.25,7.25,7.25,0
24,Maryland,MD,Prince George's County,2011,7.25,7.25,7.25,0
24,Maryland,MD,Prince George's County,2012,7.25,7.25,7.25,0
24,Maryland,MD,Prince George's County,2013,7.25,7.25,7.25,0
24,Maryland,MD,Prince George's County,2014,7.25,7.539863014,8.4,1
24,Maryland,MD,Prince George's County,2015,8.4,8.689863014,9.55,1
24,Maryland,MD,Prince George's County,2016,9.55,9.55,9.55,1
6,California,CA,Richmond,2004,6.75,6.75,6.75,0
6,California,CA,Richmond,2005,6.75,6.75,6.75,0
6,California,CA,Richmond,2006,6.75,6.75,6.75,0
6,California,CA,Richmond,2007,7.5,7.5,7.5,0
6,California,CA,Richmond,2008,8,8,8,0
6,California,CA,Richmond,2009,8,8,8,0
6,California,CA,Richmond,2010,8,8,8,0
6,California,CA,Richmond,2011,8,8,8,0
6,California,CA,Richmond,2012,8,8,8,0
6,California,CA,Richmond,2013,8,8,8,0
6,California,CA,Richmond,2014,8,8.504109589,9,0
6,California,CA,Richmond,2015,9.6,9.6,9.6,1
6,California,CA,Richmond,2016,11.52,11.52,11.52,1
6,California,CA,Sacramento,2004,6.75,6.75,6.75,0
6,California,CA,Sacramento,2005,6.75,6.75,6.75,0
6,California,CA,Sacramento,2006,6.75,6.75,6.75,0
6,California,CA,Sacramento,2007,7.5,7.5,7.5,0
6,California,CA,Sacramento,2008,8,8,8,0
6,California,CA,Sacramento,2009,8,8,8,0
6,California,CA,Sacramento,2010,8,8,8,0
6,California,CA,Sacramento,2011,8,8,8,0
6,California,CA,Sacramento,2012,8,8,8,0
6,California,CA,Sacramento,2013,8,8,8,0
6,California,CA,Sacramento,2014,8,8.504109589,9,0
6,California,CA,Sacramento,2015,9,9,9,0
6,California,CA,Sacramento,2016,10,10,10,0
6,California,CA,San Diego,2004,6.75,6.75,6.75,0
6,California,CA,San Diego,2005,6.75,6.75,6.75,0
6,California,CA,San Diego,2006,6.75,6.75,6.75,0
6,California,CA,San Diego,2007,7.5,7.5,7.5,0
6,California,CA,San Diego,2008,8,8,8,0
6,California,CA,San Diego,2009,8,8,8,0
6,California,CA,San Diego,2010,8,8,8,0
6,California,CA,San Diego,2011,8,8,8,0
6,California,CA,San Diego,2012,8,8,8,0
6,California,CA,San Diego,2013,8,8,8,0
6,California,CA,San Diego,2014,8,8.504109589,9,0
6,California,CA,San Diego,2015,9.75,9.75,9.75,1
6,California,CA,San Diego,2016,10.5,10.5,10.5,1
6,California,CA,San Francisco,2004,6.75,8.241803279,8.5,1
6,California,CA,San Francisco,2005,8.62,8.62,8.62,1
6,California,CA,San Francisco,2006,8.82,8.82,8.82,1
6,California,CA,San Francisco,2007,9.14,9.14,9.14,1
6,California,CA,San Francisco,2008,9.36,9.36,9.36,1
6,California,CA,San Francisco,2009,9.79,9.79,9.79,1
6,California,CA,San Francisco,2010,9.79,9.79,9.79,1
6,California,CA,San Francisco,2011,9.92,9.92,9.92,1
6,California,CA,San Francisco,2012,10.24,10.24,10.24,1
6,California,CA,San Francisco,2013,10.55,10.55,10.55,1
6,California,CA,San Francisco,2014,10.74,10.74,10.74,1
6,California,CA,San Francisco,2015,11.05,11.85547945,12.25,1
6,California,CA,San Francisco,2016,12.25,12.25409836,13,1
6,California,CA,San Jose,2004,6.75,6.75,6.75,0
6,California,CA,San Jose,2005,6.75,6.75,6.75,0
6,California,CA,San Jose,2006,6.75,6.75,6.75,0
6,California,CA,San Jose,2007,7.5,7.5,7.5,0
6,California,CA,San Jose,2008,8,8,8,0
6,California,CA,San Jose,2009,8,8,8,0
6,California,CA,San Jose,2010,8,8,8,0
6,California,CA,San Jose,2011,8,8,8,0
6,California,CA,San Jose,2012,8,8,8,0
6,California,CA,San Jose,2013,8,9.621917808,10,1
6,California,CA,San Jose,2014,10.15,10.15,10.15,1
6,California,CA,San Jose,2015,10.3,10.3,10.3,1
6,California,CA,San Jose,2016,10.3,10.3,10.3,1
6,California,CA,Santa Clara,2004,6.75,6.75,6.75,0
6,California,CA,Santa Clara,2005,6.75,6.75,6.75,0
6,California,CA,Santa Clara,2006,6.75,6.75,6.75,0
6,California,CA,Santa Clara,2007,7.5,7.5,7.5,0
6,California,CA,Santa Clara,2008,8,8,8,0
6,California,CA,Santa Clara,2009,8,8,8,0
6,California,CA,Santa Clara,2010,8,8,8,0
6,California,CA,Santa Clara,2011,8,8,8,0
6,California,CA,Santa Clara,2012,8,8,8,0
6,California,CA,Santa Clara,2013,8,8,8,0
6,California,CA,Santa Clara,2014,8,8.504109589,9,0
6,California,CA,Santa Clara,2015,9,9,9,0
6,California,CA,Santa Clara,2016,11,11,11,1
35,New Mexico,NM,Santa Fe,2004,8.5,8.5,8.5,1
35,New Mexico,NM,Santa Fe,2005,8.5,8.5,8.5,1
35,New Mexico,NM,Santa Fe,2006,9.5,9.5,9.5,1
35,New Mexico,NM,Santa Fe,2007,9.5,9.5,9.5,1
35,New Mexico,NM,Santa Fe,2008,9.5,9.5,9.5,1
35,New Mexico,NM,Santa Fe,2009,9.5,9.5,9.5,1
35,New Mexico,NM,Santa Fe,2010,9.5,9.5,9.5,1
35,New Mexico,NM,Santa Fe,2011,9.5,9.5,9.5,1
35,New Mexico,NM,Santa Fe,2012,9.5,10.1604918,10.29,1
35,New Mexico,NM,Santa Fe,2013,10.29,10.47443836,10.51,1
35,New Mexico,NM,Santa Fe,2014,10.51,10.63575342,10.66,1
35,New Mexico,NM,Santa Fe,2015,10.66,10.81090411,10.84,1
35,New Mexico,NM,Santa Fe,2016,10.84,10.88704918,10.91,1
35,New Mexico,NM,Santa Fe County,2004,5.15,5.15,5.15,0
35,New Mexico,NM,Santa Fe County,2005,5.15,5.15,5.15,0
35,New Mexico,NM,Santa Fe County,2006,5.15,5.15,5.15,0
35,New Mexico,NM,Santa Fe County,2007,5.15,5.458767123,5.85,1
35,New Mexico,NM,Santa Fe County,2008,6.5,6.521994536,6.55,0
35,New Mexico,NM,Santa Fe County,2009,7.5,7.5,7.5,0
35,New Mexico,NM,Santa Fe County,2010,7.5,7.5,7.5,0
35,New Mexico,NM,Santa Fe County,2011,7.5,7.5,7.5,0
35,New Mexico,NM,Santa Fe County,2012,7.5,7.5,7.5,0
35,New Mexico,NM,Santa Fe County,2013,7.5,7.5,7.5,0
35,New Mexico,NM,Santa Fe County,2014,7.5,9.664383562,10.66,1
35,New Mexico,NM,Santa Fe County,2015,10.66,10.81090411,10.84,1
35,New Mexico,NM,Santa Fe County,2016,10.84,10.88704918,10.91,1
6,California,CA,Santa Monica,2004,6.75,6.75,6.75,0
6,California,CA,Santa Monica,2005,6.75,6.75,6.75,0
6,California,CA,Santa Monica,2006,6.75,6.75,6.75,0
6,California,CA,Santa Monica,2007,7.5,7.5,7.5,0
6,California,CA,Santa Monica,2008,8,8,8,0
6,California,CA,Santa Monica,2009,8,8,8,0
6,California,CA,Santa Monica,2010,8,8,8,0
6,California,CA,Santa Monica,2011,8,8,8,0
6,California,CA,Santa Monica,2012,8,8,8,0
6,California,CA,Santa Monica,2013,8,8,8,0
6,California,CA,Santa Monica,2014,8,8.504109589,9,0
6,California,CA,Santa Monica,2015,9,9,9,0
6,California,CA,Santa Monica,2016,10,10.00273224,10.5,1
53,Washington,WA,SeaTac,2004,7.16,7.16,7.16,1
53,Washington,WA,SeaTac,2005,7.35,7.35,7.35,1
53,Washington,WA,SeaTac,2006,7.63,7.63,7.63,0
53,Washington,WA,SeaTac,2007,7.93,7.93,7.93,1
53,Washington,WA,SeaTac,2008,8.07,8.07,8.07,1
53,Washington,WA,SeaTac,2009,8.55,8.55,8.55,0
53,Washington,WA,SeaTac,2010,8.55,8.55,8.55,0
53,Washington,WA,SeaTac,2011,8.67,8.67,8.67,0
53,Washington,WA,SeaTac,2012,9.04,9.04,9.04,1
53,Washington,WA,SeaTac,2013,9.19,9.19,9.19,1
53,Washington,WA,SeaTac,2014,15,15,15,1
53,Washington,WA,SeaTac,2015,15,15.06049315,15.24,1
53,Washington,WA,SeaTac,2016,15.24,15.24,15.24,1
53,Washington,WA,Seattle,2004,7.16,7.16,7.16,1
53,Washington,WA,Seattle,2005,7.35,7.35,7.35,1
53,Washington,WA,Seattle,2006,7.63,7.63,7.63,0
53,Washington,WA,Seattle,2007,7.93,7.93,7.93,1
53,Washington,WA,Seattle,2008,8.07,8.07,8.07,1
53,Washington,WA,Seattle,2009,8.55,8.55,8.55,0
53,Washington,WA,Seattle,2010,8.55,8.55,8.55,0
53,Washington,WA,Seattle,2011,8.67,8.67,8.67,0
53,Washington,WA,Seattle,2012,9.04,9.04,9.04,1
53,Washington,WA,Seattle,2013,9.19,9.19,9.19,1
53,Washington,WA,Seattle,2014,9.32,9.32,9.32,1
53,Washington,WA,Seattle,2015,9.47,10.62273973,11,1
53,Washington,WA,Seattle,2016,13,13,13,1
6,California,CA,Sunnyvale,2004,6.75,6.75,6.75,0
6,California,CA,Sunnyvale,2005,6.75,6.75,6.75,0
6,California,CA,Sunnyvale,2006,6.75,6.75,6.75,0
6,California,CA,Sunnyvale,2007,7.5,7.5,7.5,0
6,California,CA,Sunnyvale,2008,8,8,8,0
6,California,CA,Sunnyvale,2009,8,8,8,0
6,California,CA,Sunnyvale,2010,8,8,8,0
6,California,CA,Sunnyvale,2011,8,8,8,0
6,California,CA,Sunnyvale,2012,8,8,8,0
6,California,CA,Sunnyvale,2013,8,8,8,0
6,California,CA,Sunnyvale,2014,8,8.504109589,9,0
6,California,CA,Sunnyvale,2015,10.3,10.3,10.3,1
6,California,CA,Sunnyvale,2016,10.3,10.30382514,11,1
53,Washington,WA,Tacoma,2004,7.16,7.16,7.16,1
53,Washington,WA,Tacoma,2005,7.35,7.35,7.35,1
53,Washington,WA,Tacoma,2006,7.63,7.63,7.63,0
53,Washington,WA,Tacoma,2007,7.93,7.93,7.93,1
53,Washington,WA,Tacoma,2008,8.07,8.07,8.07,1
53,Washington,WA,Tacoma,2009,8.55,8.55,8.55,0
53,Washington,WA,Tacoma,2010,8.55,8.55,8.55,0
53,Washington,WA,Tacoma,2011,8.67,8.67,8.67,0
53,Washington,WA,Tacoma,2012,9.04,9.04,9.04,1
53,Washington,WA,Tacoma,2013,9.19,9.19,9.19,1
53,Washington,WA,Tacoma,2014,9.32,9.32,9.32,1
53,Washington,WA,Tacoma,2015,9.47,9.47,9.47,0
53,Washington,WA,Tacoma,2016,9.47,10.20092896,10.35,1
11,District of Columbia,DC,Washington,2004,6.15,6.15,6.15,0
11,District of Columbia,DC,Washington,2005,6.6,6.6,6.6,1
11,District of Columbia,DC,Washington,2006,7,7,7,0
11,District of Columbia,DC,Washington,2007,7,7,7,0
11,District of Columbia,DC,Washington,2008,7,7.241939891,7.55,0
11,District of Columbia,DC,Washington,2009,7.55,7.858767123,8.25,0
11,District of Columbia,DC,Washington,2010,8.25,8.25,8.25,0
11,District of Columbia,DC,Washington,2011,8.25,8.25,8.25,0
11,District of Columbia,DC,Washington,2012,8.25,8.25,8.25,0
11,District of Columbia,DC,Washington,2013,8.25,8.25,8.25,0
11,District of Columbia,DC,Washington,2014,8.25,8.880136986,9.5,0
11,District of Columbia,DC,Washington,2015,9.5,10.00410959,10.5,0
11,District of Columbia,DC,Washington,2016,10.5,10.50546448,11.5,0
