State FIPS Code,Name,State Abbreviation,Year,Annual Federal Minimum,Annual State Minimum,Annual Federal Average,Annual State Average,Annual Federal Maximum,Annual State Maximum
11,District of Columbia,DC,2009,6.55,7.550000191,6.858767123,7.858767033,7.25,8.25
11,District of Columbia,DC,2010,7.25,8.25,7.25,8.25,7.25,8.25
11,District of Columbia,DC,2011,7.25,8.25,7.25,8.25,7.25,8.25
11,District of Columbia,DC,2012,7.25,8.25,7.25,8.25,7.25,8.25
11,District of Columbia,DC,2013,7.25,8.25,7.25,8.25,7.25,8.25
11,District of Columbia,DC,2014,7.25,8.25,7.25,8.880137444,7.25,9.5
11,District of Columbia,DC,2015,7.25,9.5,7.25,10.00410938,7.25,10.5
11,District of Columbia,DC,2016,7.25,10.5,7.25,10.50546455,7.25,11.5
10,Delaware,DE,1974,2,2,2,2,2,2
10,Delaware,DE,1975,2.1,2.099999905,2.1,2.099999905,2.1,2.099999905
10,Delaware,DE,1976,2.3,2.299999952,2.3,2.299999952,2.3,2.299999952
10,Delaware,DE,1977,2.3,2.299999952,2.3,2.299999952,2.3,2.299999952
10,Delaware,DE,1978,2.65,2.650000095,2.65,2.650000095,2.65,2.650000095
10,Delaware,DE,1979,2.9,2.900000095,2.9,2.900000095,2.9,2.900000095
10,Delaware,DE,1980,3.1,3.099999905,3.1,3.099999905,3.1,3.099999905
10,Delaware,DE,1981,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
10,Delaware,DE,1982,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
10,Delaware,DE,1983,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
10,Delaware,DE,1984,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
10,Delaware,DE,1985,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
10,Delaware,DE,1986,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
10,Delaware,DE,1987,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
10,Delaware,DE,1988,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
10,Delaware,DE,1989,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
10,Delaware,DE,1990,3.35,3.349999905,3.689041096,3.689041138,3.8,3.799999952
10,Delaware,DE,1991,3.8,3.799999952,4.139041096,4.139040947,4.25,4.25
10,Delaware,DE,1992,4.25,4.25,4.25,4.25,4.25,4.25
10,Delaware,DE,1993,4.25,4.25,4.25,4.25,4.25,4.25
10,Delaware,DE,1994,4.25,4.25,4.25,4.25,4.25,4.25
10,Delaware,DE,1995,4.25,4.25,4.25,4.25,4.25,4.25
10,Delaware,DE,1996,4.25,4.25,4.37568306,4.560382366,4.75,4.75
10,Delaware,DE,1997,4.75,5,4.88369863,5.050137043,5.15,5.150000095
10,Delaware,DE,1998,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
10,Delaware,DE,1999,5.15,5.150000095,5.15,5.485616684,5.15,5.650000095
10,Delaware,DE,2000,5.15,5.650000095,5.15,5.775682926,5.15,6.150000095
10,Delaware,DE,2001,5.15,6.150000095,5.15,6.150000095,5.15,6.150000095
10,Delaware,DE,2002,5.15,6.150000095,5.15,6.150000095,5.15,6.150000095
10,Delaware,DE,2003,5.15,6.150000095,5.15,6.150000095,5.15,6.150000095
10,Delaware,DE,2004,5.15,6.150000095,5.15,6.150000095,5.15,6.150000095
10,Delaware,DE,2005,5.15,6.150000095,5.15,6.150000095,5.15,6.150000095
10,Delaware,DE,2006,5.15,6.150000095,5.15,6.150000095,5.15,6.150000095
10,Delaware,DE,2007,5.15,6.650000095,5.458767123,6.650000095,5.85,6.650000095
10,Delaware,DE,2008,5.85,7.150000095,6.157923497,7.150000095,6.55,7.150000095
10,Delaware,DE,2009,6.55,7.150000095,6.858767123,7.19410944,7.25,7.25
10,Delaware,DE,2010,7.25,7.25,7.25,7.25,7.25,7.25
10,Delaware,DE,2011,7.25,7.25,7.25,7.25,7.25,7.25
10,Delaware,DE,2012,7.25,7.25,7.25,7.25,7.25,7.25
10,Delaware,DE,2013,7.25,7.25,7.25,7.25,7.25,7.25
10,Delaware,DE,2014,7.25,7.25,7.25,7.543150902,7.25,7.75
10,Delaware,DE,2015,7.25,7.75,7.25,8.043150902,7.25,8.25
10,Delaware,DE,2016,7.25,8.25,7.25,8.25,7.25,8.25
12,Florida,FL,1974,2,2,2,2,2,2
12,Florida,FL,1975,2.1,2.099999905,2.1,2.099999905,2.1,2.099999905
12,Florida,FL,1976,2.3,2.299999952,2.3,2.299999952,2.3,2.299999952
12,Florida,FL,1977,2.3,2.299999952,2.3,2.299999952,2.3,2.299999952
12,Florida,FL,1978,2.65,2.650000095,2.65,2.650000095,2.65,2.650000095
12,Florida,FL,1979,2.9,2.900000095,2.9,2.900000095,2.9,2.900000095
12,Florida,FL,1980,3.1,3.099999905,3.1,3.099999905,3.1,3.099999905
12,Florida,FL,1981,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
12,Florida,FL,1982,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
12,Florida,FL,1983,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
12,Florida,FL,1984,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
12,Florida,FL,1985,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
12,Florida,FL,1986,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
12,Florida,FL,1987,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
12,Florida,FL,1988,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
12,Florida,FL,1989,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
12,Florida,FL,1990,3.35,3.349999905,3.689041096,3.689041138,3.8,3.799999952
12,Florida,FL,1991,3.8,3.799999952,4.139041096,4.139040947,4.25,4.25
12,Florida,FL,1992,4.25,4.25,4.25,4.25,4.25,4.25
12,Florida,FL,1993,4.25,4.25,4.25,4.25,4.25,4.25
12,Florida,FL,1994,4.25,4.25,4.25,4.25,4.25,4.25
12,Florida,FL,1995,4.25,4.25,4.25,4.25,4.25,4.25
12,Florida,FL,1996,4.25,4.25,4.37568306,4.375682831,4.75,4.75
12,Florida,FL,1997,4.75,4.75,4.88369863,4.883698463,5.15,5.150000095
12,Florida,FL,1998,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
12,Florida,FL,1999,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
12,Florida,FL,2000,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
12,Florida,FL,2001,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
12,Florida,FL,2002,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
12,Florida,FL,2003,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
12,Florida,FL,2004,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
12,Florida,FL,2005,5.15,5.150000095,5.15,5.818493366,5.15,6.150000095
12,Florida,FL,2006,5.15,6.400000095,5.15,6.400000095,5.15,6.400000095
12,Florida,FL,2007,5.15,6.670000076,5.458767123,6.670000076,5.85,6.670000076
12,Florida,FL,2008,5.85,6.789999962,6.157923497,6.789999962,6.55,6.789999962
12,Florida,FL,2009,6.55,7.210000038,6.858767123,7.227643967,7.25,7.25
12,Florida,FL,2010,7.25,7.25,7.25,7.25,7.25,7.25
12,Florida,FL,2011,7.25,7.25,7.25,7.285178185,7.25,7.309999943
12,Florida,FL,2012,7.25,7.670000076,7.25,7.670000076,7.25,7.670000076
12,Florida,FL,2013,7.25,7.789999962,7.25,7.789999962,7.25,7.789999962
12,Florida,FL,2014,7.25,7.929999828,7.25,7.929999828,7.25,7.929999828
12,Florida,FL,2015,7.25,8.050000191,7.25,8.050000191,7.25,8.050000191
12,Florida,FL,2016,7.25,8.050000191,7.25,8.050000191,7.25,8.050000191
13,Georgia,GA,1974,2,2,2,2,2,2
13,Georgia,GA,1975,2.1,2.099999905,2.1,2.099999905,2.1,2.099999905
13,Georgia,GA,1976,2.3,2.299999952,2.3,2.299999952,2.3,2.299999952
13,Georgia,GA,1977,2.3,2.299999952,2.3,2.299999952,2.3,2.299999952
13,Georgia,GA,1978,2.65,2.650000095,2.65,2.650000095,2.65,2.650000095
13,Georgia,GA,1979,2.9,2.900000095,2.9,2.900000095,2.9,2.900000095
13,Georgia,GA,1980,3.1,3.099999905,3.1,3.099999905,3.1,3.099999905
13,Georgia,GA,1981,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
13,Georgia,GA,1982,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
13,Georgia,GA,1983,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
13,Georgia,GA,1984,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
13,Georgia,GA,1985,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
13,Georgia,GA,1986,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
13,Georgia,GA,1987,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
13,Georgia,GA,1988,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
13,Georgia,GA,1989,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
13,Georgia,GA,1990,3.35,3.349999905,3.689041096,3.689041138,3.8,3.799999952
13,Georgia,GA,1991,3.8,3.799999952,4.139041096,4.139040947,4.25,4.25
13,Georgia,GA,1992,4.25,4.25,4.25,4.25,4.25,4.25
13,Georgia,GA,1993,4.25,4.25,4.25,4.25,4.25,4.25
13,Georgia,GA,1994,4.25,4.25,4.25,4.25,4.25,4.25
13,Georgia,GA,1995,4.25,4.25,4.25,4.25,4.25,4.25
13,Georgia,GA,1996,4.25,4.25,4.37568306,4.375682831,4.75,4.75
13,Georgia,GA,1997,4.75,4.75,4.88369863,4.883698463,5.15,5.150000095
13,Georgia,GA,1998,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
13,Georgia,GA,1999,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
13,Georgia,GA,2000,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
13,Georgia,GA,2001,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
13,Georgia,GA,2002,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
13,Georgia,GA,2003,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
13,Georgia,GA,2004,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
13,Georgia,GA,2005,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
13,Georgia,GA,2006,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
13,Georgia,GA,2007,5.15,5.150000095,5.458767123,5.458766937,5.85,5.849999905
13,Georgia,GA,2008,5.85,5.849999905,6.157923497,6.157923698,6.55,6.550000191
13,Georgia,GA,2009,6.55,6.550000191,6.858767123,6.858767033,7.25,7.25
13,Georgia,GA,2010,7.25,7.25,7.25,7.25,7.25,7.25
13,Georgia,GA,2011,7.25,7.25,7.25,7.25,7.25,7.25
13,Georgia,GA,2012,7.25,7.25,7.25,7.25,7.25,7.25
13,Georgia,GA,2013,7.25,7.25,7.25,7.25,7.25,7.25
13,Georgia,GA,2014,7.25,7.25,7.25,7.25,7.25,7.25
13,Georgia,GA,2015,7.25,7.25,7.25,7.25,7.25,7.25
13,Georgia,GA,2016,7.25,7.25,7.25,7.25,7.25,7.25
15,Hawaii,HI,1974,2,2,2,2,2,2
15,Hawaii,HI,1975,2.1,2.400000095,2.1,2.400000095,2.1,2.400000095
15,Hawaii,HI,1976,2.3,2.400000095,2.3,2.400000095,2.3,2.400000095
15,Hawaii,HI,1977,2.3,2.400000095,2.3,2.400000095,2.3,2.400000095
15,Hawaii,HI,1978,2.65,2.650000095,2.65,2.650000095,2.65,2.650000095
15,Hawaii,HI,1979,2.9,2.900000095,2.9,2.900000095,2.9,2.900000095
15,Hawaii,HI,1980,3.1,3.099999905,3.1,3.099999905,3.1,3.099999905
15,Hawaii,HI,1981,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
15,Hawaii,HI,1982,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
15,Hawaii,HI,1983,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
15,Hawaii,HI,1984,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
15,Hawaii,HI,1985,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
15,Hawaii,HI,1986,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
15,Hawaii,HI,1987,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
15,Hawaii,HI,1988,3.35,3.849999905,3.35,3.849999905,3.35,3.849999905
15,Hawaii,HI,1989,3.35,3.849999905,3.35,3.849999905,3.35,3.849999905
15,Hawaii,HI,1990,3.35,3.849999905,3.689041096,3.849999905,3.8,3.849999905
15,Hawaii,HI,1991,3.8,3.849999905,4.139041096,4.151370049,4.25,4.25
15,Hawaii,HI,1992,4.25,4.25,4.25,4.625682831,4.25,4.75
15,Hawaii,HI,1993,4.25,5.25,4.25,5.25,4.25,5.25
15,Hawaii,HI,1994,4.25,5.25,4.25,5.25,4.25,5.25
15,Hawaii,HI,1995,4.25,5.25,4.25,5.25,4.25,5.25
15,Hawaii,HI,1996,4.25,5.25,4.37568306,5.25,4.75,5.25
15,Hawaii,HI,1997,4.75,5.25,4.88369863,5.25,5.15,5.25
15,Hawaii,HI,1998,5.15,5.25,5.15,5.25,5.15,5.25
15,Hawaii,HI,1999,5.15,5.25,5.15,5.25,5.15,5.25
15,Hawaii,HI,2000,5.15,5.25,5.15,5.25,5.15,5.25
15,Hawaii,HI,2001,5.15,5.25,5.15,5.25,5.15,5.25
15,Hawaii,HI,2002,5.15,5.75,5.15,5.75,5.15,5.75
15,Hawaii,HI,2003,5.15,6.25,5.15,6.25,5.15,6.25
15,Hawaii,HI,2004,5.15,6.25,5.15,6.25,5.15,6.25
15,Hawaii,HI,2005,5.15,6.25,5.15,6.25,5.15,6.25
15,Hawaii,HI,2006,5.15,6.75,5.15,6.75,5.15,6.75
15,Hawaii,HI,2007,5.15,7.25,5.458767123,7.25,5.85,7.25
15,Hawaii,HI,2008,5.85,7.25,6.157923497,7.25,6.55,7.25
15,Hawaii,HI,2009,6.55,7.25,6.858767123,7.25,7.25,7.25
15,Hawaii,HI,2010,7.25,7.25,7.25,7.25,7.25,7.25
15,Hawaii,HI,2011,7.25,7.25,7.25,7.25,7.25,7.25
15,Hawaii,HI,2012,7.25,7.25,7.25,7.25,7.25,7.25
15,Hawaii,HI,2013,7.25,7.25,7.25,7.25,7.25,7.25
15,Hawaii,HI,2014,7.25,7.25,7.25,7.25,7.25,7.25
15,Hawaii,HI,2015,7.25,7.75,7.25,7.75,7.25,7.75
15,Hawaii,HI,2016,7.25,8.5,7.25,8.5,7.25,8.5
19,Iowa,IA,1974,2,2,2,2,2,2
19,Iowa,IA,1975,2.1,2.099999905,2.1,2.099999905,2.1,2.099999905
19,Iowa,IA,1976,2.3,2.299999952,2.3,2.299999952,2.3,2.299999952
19,Iowa,IA,1977,2.3,2.299999952,2.3,2.299999952,2.3,2.299999952
19,Iowa,IA,1978,2.65,2.650000095,2.65,2.650000095,2.65,2.650000095
19,Iowa,IA,1979,2.9,2.900000095,2.9,2.900000095,2.9,2.900000095
19,Iowa,IA,1980,3.1,3.099999905,3.1,3.099999905,3.1,3.099999905
19,Iowa,IA,1981,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
19,Iowa,IA,1982,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
19,Iowa,IA,1983,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
19,Iowa,IA,1984,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
19,Iowa,IA,1985,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
19,Iowa,IA,1986,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
19,Iowa,IA,1987,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
19,Iowa,IA,1988,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
19,Iowa,IA,1989,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
19,Iowa,IA,1990,3.35,3.849999905,3.689041096,3.849999905,3.8,3.849999905
19,Iowa,IA,1991,3.8,4.25,4.139041096,4.25,4.25,4.25
19,Iowa,IA,1992,4.25,4.650000095,4.25,4.650000095,4.25,4.650000095
19,Iowa,IA,1993,4.25,4.650000095,4.25,4.650000095,4.25,4.650000095
19,Iowa,IA,1994,4.25,4.650000095,4.25,4.650000095,4.25,4.650000095
19,Iowa,IA,1995,4.25,4.650000095,4.25,4.650000095,4.25,4.650000095
19,Iowa,IA,1996,4.25,4.650000095,4.37568306,4.675136566,4.75,4.75
19,Iowa,IA,1997,4.75,4.75,4.88369863,4.883698463,5.15,5.150000095
19,Iowa,IA,1998,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
19,Iowa,IA,1999,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
19,Iowa,IA,2000,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
19,Iowa,IA,2001,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
19,Iowa,IA,2002,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
19,Iowa,IA,2003,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
19,Iowa,IA,2004,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
19,Iowa,IA,2005,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
19,Iowa,IA,2006,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
19,Iowa,IA,2007,5.15,5.150000095,5.458767123,5.941095829,5.85,6.199999809
19,Iowa,IA,2008,5.85,7.25,6.157923497,7.25,6.55,7.25
19,Iowa,IA,2009,6.55,7.25,6.858767123,7.25,7.25,7.25
19,Iowa,IA,2010,7.25,7.25,7.25,7.25,7.25,7.25
19,Iowa,IA,2011,7.25,7.25,7.25,7.25,7.25,7.25
19,Iowa,IA,2012,7.25,7.25,7.25,7.25,7.25,7.25
19,Iowa,IA,2013,7.25,7.25,7.25,7.25,7.25,7.25
19,Iowa,IA,2014,7.25,7.25,7.25,7.25,7.25,7.25
19,Iowa,IA,2015,7.25,7.25,7.25,7.25,7.25,7.25
19,Iowa,IA,2016,7.25,7.25,7.25,7.25,7.25,7.25
16,Idaho,ID,1974,2,2,2,2,2,2
16,Idaho,ID,1975,2.1,2.099999905,2.1,2.099999905,2.1,2.099999905
16,Idaho,ID,1976,2.3,2.299999952,2.3,2.299999952,2.3,2.299999952
16,Idaho,ID,1977,2.3,2.299999952,2.3,2.299999952,2.3,2.299999952
16,Idaho,ID,1978,2.65,2.650000095,2.65,2.650000095,2.65,2.650000095
16,Idaho,ID,1979,2.9,2.900000095,2.9,2.900000095,2.9,2.900000095
16,Idaho,ID,1980,3.1,3.099999905,3.1,3.099999905,3.1,3.099999905
16,Idaho,ID,1981,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
16,Idaho,ID,1982,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
16,Idaho,ID,1983,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
16,Idaho,ID,1984,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
16,Idaho,ID,1985,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
16,Idaho,ID,1986,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
16,Idaho,ID,1987,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
16,Idaho,ID,1988,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
16,Idaho,ID,1989,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
16,Idaho,ID,1990,3.35,3.349999905,3.689041096,3.689041138,3.8,3.799999952
16,Idaho,ID,1991,3.8,3.799999952,4.139041096,4.139040947,4.25,4.25
16,Idaho,ID,1992,4.25,4.25,4.25,4.25,4.25,4.25
16,Idaho,ID,1993,4.25,4.25,4.25,4.25,4.25,4.25
16,Idaho,ID,1994,4.25,4.25,4.25,4.25,4.25,4.25
16,Idaho,ID,1995,4.25,4.25,4.25,4.25,4.25,4.25
16,Idaho,ID,1996,4.25,4.25,4.37568306,4.375682831,4.75,4.75
16,Idaho,ID,1997,4.75,4.75,4.88369863,4.883698463,5.15,5.150000095
16,Idaho,ID,1998,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
16,Idaho,ID,1999,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
16,Idaho,ID,2000,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
16,Idaho,ID,2001,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
16,Idaho,ID,2002,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
16,Idaho,ID,2003,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
16,Idaho,ID,2004,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
16,Idaho,ID,2005,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
16,Idaho,ID,2006,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
16,Idaho,ID,2007,5.15,5.150000095,5.458767123,5.458766937,5.85,5.849999905
16,Idaho,ID,2008,5.85,5.849999905,6.157923497,6.157923698,6.55,6.550000191
16,Idaho,ID,2009,6.55,6.550000191,6.858767123,6.858767033,7.25,7.25
16,Idaho,ID,2010,7.25,7.25,7.25,7.25,7.25,7.25
16,Idaho,ID,2011,7.25,7.25,7.25,7.25,7.25,7.25
16,Idaho,ID,2012,7.25,7.25,7.25,7.25,7.25,7.25
16,Idaho,ID,2013,7.25,7.25,7.25,7.25,7.25,7.25
16,Idaho,ID,2014,7.25,7.25,7.25,7.25,7.25,7.25
16,Idaho,ID,2015,7.25,7.25,7.25,7.25,7.25,7.25
16,Idaho,ID,2016,7.25,7.25,7.25,7.25,7.25,7.25
17,Illinois,IL,1974,2,2,2,2,2,2
17,Illinois,IL,1975,2.1,2.099999905,2.1,2.099999905,2.1,2.099999905
17,Illinois,IL,1976,2.3,2.299999952,2.3,2.299999952,2.3,2.299999952
17,Illinois,IL,1977,2.3,2.299999952,2.3,2.299999952,2.3,2.299999952
17,Illinois,IL,1978,2.65,2.650000095,2.65,2.650000095,2.65,2.650000095
17,Illinois,IL,1979,2.9,2.900000095,2.9,2.900000095,2.9,2.900000095
17,Illinois,IL,1980,3.1,3.099999905,3.1,3.099999905,3.1,3.099999905
17,Illinois,IL,1981,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
17,Illinois,IL,1982,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
17,Illinois,IL,1983,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
17,Illinois,IL,1984,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
17,Illinois,IL,1985,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
17,Illinois,IL,1986,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
17,Illinois,IL,1987,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
17,Illinois,IL,1988,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
17,Illinois,IL,1989,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
17,Illinois,IL,1990,3.35,3.349999905,3.689041096,3.689041138,3.8,3.799999952
17,Illinois,IL,1991,3.8,3.799999952,4.139041096,4.139040947,4.25,4.25
17,Illinois,IL,1992,4.25,4.25,4.25,4.25,4.25,4.25
17,Illinois,IL,1993,4.25,4.25,4.25,4.25,4.25,4.25
17,Illinois,IL,1994,4.25,4.25,4.25,4.25,4.25,4.25
17,Illinois,IL,1995,4.25,4.25,4.25,4.25,4.25,4.25
17,Illinois,IL,1996,4.25,4.25,4.37568306,4.375682831,4.75,4.75
17,Illinois,IL,1997,4.75,4.75,4.88369863,4.883698463,5.15,5.150000095
17,Illinois,IL,1998,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
17,Illinois,IL,1999,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
17,Illinois,IL,2000,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
17,Illinois,IL,2001,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
17,Illinois,IL,2002,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
17,Illinois,IL,2003,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
17,Illinois,IL,2004,5.15,5.5,5.15,5.5,5.15,5.5
17,Illinois,IL,2005,5.15,6.5,5.15,6.5,5.15,6.5
17,Illinois,IL,2006,5.15,6.5,5.15,6.5,5.15,6.5
17,Illinois,IL,2007,5.15,6.5,5.458767123,7.004109383,5.85,7.5
17,Illinois,IL,2008,5.85,7.5,6.157923497,7.625682831,6.55,7.75
17,Illinois,IL,2009,6.55,7.75,6.858767123,7.876027584,7.25,8
17,Illinois,IL,2010,7.25,8,7.25,8.126027107,7.25,8.25
17,Illinois,IL,2011,7.25,8.25,7.25,8.25,7.25,8.25
17,Illinois,IL,2012,7.25,8.25,7.25,8.25,7.25,8.25
17,Illinois,IL,2013,7.25,8.25,7.25,8.25,7.25,8.25
17,Illinois,IL,2014,7.25,8.25,7.25,8.25,7.25,8.25
17,Illinois,IL,2015,7.25,8.25,7.25,8.25,7.25,8.25
17,Illinois,IL,2016,7.25,8.25,7.25,8.25,7.25,8.25
18,Indiana,IN,1974,2,2,2,2,2,2
18,Indiana,IN,1975,2.1,2.099999905,2.1,2.099999905,2.1,2.099999905
18,Indiana,IN,1976,2.3,2.299999952,2.3,2.299999952,2.3,2.299999952
18,Indiana,IN,1977,2.3,2.299999952,2.3,2.299999952,2.3,2.299999952
18,Indiana,IN,1978,2.65,2.650000095,2.65,2.650000095,2.65,2.650000095
18,Indiana,IN,1979,2.9,2.900000095,2.9,2.900000095,2.9,2.900000095
18,Indiana,IN,1980,3.1,3.099999905,3.1,3.099999905,3.1,3.099999905
18,Indiana,IN,1981,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
18,Indiana,IN,1982,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
18,Indiana,IN,1983,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
18,Indiana,IN,1984,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
18,Indiana,IN,1985,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
18,Indiana,IN,1986,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
18,Indiana,IN,1987,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
18,Indiana,IN,1988,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
18,Indiana,IN,1989,3.35,3.349999905,3.35,3.349999905,3.35,3.349999905
18,Indiana,IN,1990,3.35,3.349999905,3.689041096,3.689041138,3.8,3.799999952
18,Indiana,IN,1991,3.8,3.799999952,4.139041096,4.139040947,4.25,4.25
18,Indiana,IN,1992,4.25,4.25,4.25,4.25,4.25,4.25
18,Indiana,IN,1993,4.25,4.25,4.25,4.25,4.25,4.25
18,Indiana,IN,1994,4.25,4.25,4.25,4.25,4.25,4.25
18,Indiana,IN,1995,4.25,4.25,4.25,4.25,4.25,4.25
18,Indiana,IN,1996,4.25,4.25,4.37568306,4.375682831,4.75,4.75
18,Indiana,IN,1997,4.75,4.75,4.88369863,4.883698463,5.15,5.150000095
18,Indiana,IN,1998,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
18,Indiana,IN,1999,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
18,Indiana,IN,2000,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
18,Indiana,IN,2001,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
18,Indiana,IN,2002,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
18,Indiana,IN,2003,5.15,5.150000095,5.15,5.150000095,5.15,5.150000095
